,PropertyStreetNbrNameText,PropertyCityName,State,PropertyZipCode,TotalAssessedAmt,Lat,Lng
8346,3800 FAIRFAX DR 0707,ARLINGTON,VA,22203,322600,38.8821,-77.1051064
8347,3000 SPOUT RUN PKWY B408,ARLINGTON,VA,22201,240000,38.8961088,-77.09453119999999
8348,1045 N UTAH ST 2-411,ARLINGTON,VA,22201,359600,38.8832871,-77.11356549999999
8349,3272 S UTAH ST,ARLINGTON,VA,22206,442800,38.8365135,-77.0891219
8350,3315 N GLEBE RD,ARLINGTON,VA,22207,956800,38.910599,-77.1324047
8351,705 S ORME ST,ARLINGTON,VA,22204,420700,38.8683765,-77.07249039999999
8352,2212 S BUCHANAN ST,ARLINGTON,VA,22206,665400,38.8462757,-77.10583940000001
8353,2310 14th ST N 002,ARLINGTON,VA,22201,406200,38.8889925,-77.0866795
8354,2619 JOHN MARSHALL DR,ARLINGTON,VA,22207,715200,38.8969351,-77.14844889999999
8355,3263 S STAFFORD ST,ARLINGTON,VA,22206,442800,38.8354197,-77.0854114
8356,6547 WILLIAMSBURG BLVD,ARLINGTON,VA,22213,773000,38.8997628,-77.1594135
8357,5244 12th ST S,ARLINGTON,VA,22204,353900,38.8494702,-77.1160886
8358,1600 N OAK ST 703,ARLINGTON,VA,22209,335600,38.8927052,-77.073563
8359,5100 11th RD S,ARLINGTON,VA,22204,444400,38.8509463,-77.11276219999999
8360,218 S JACKSON ST,ARLINGTON,VA,22204,731100,38.8685145,-77.0942405
8361,6253 18th ST N,ARLINGTON,VA,22205,674200,38.8851849,-77.1501004
8362,4823 29th ST S,ARLINGTON,VA,22206,415700,38.8395643,-77.1018124
8363,1305 KIRKWOOD RD,ARLINGTON,VA,22201,1031300,38.8879361,-77.1000875
8364,3725 13th ST S,ARLINGTON,VA,22204,551700,38.8580479,-77.09509469999999
8365,406 CHAIN BRIDGE RD,ARLINGTON,VA,22101,3167700,38.9324549,-77.1209657
8366,3301 5th ST S,ARLINGTON,VA,22204,541400,38.8673704,-77.0944691
8367,2602 D S ARLINGTON MILL DR 00004,ARLINGTON,VA,22206,368700,38.845772,-77.0966689
8368,4418 38th ST N,ARLINGTON,VA,22207,1013900,38.9191721,-77.12831469999999
8369,5353 COLUMBIA PIKE 705,ARLINGTON,VA,22204,240700,38.8549861,-77.1167404
8370,957 N QUANTICO ST,ARLINGTON,VA,22205,698000,38.8768846,-77.14759509999999
8371,2017 N EDISON ST,ARLINGTON,VA,22207,603200,38.8941465,-77.12885399999999
8372,1806 KEY BLVD 09473,ARLINGTON,VA,22201,266500,38.894672,-77.082253
8373,6106 23rd ST N,ARLINGTON,VA,22205,781500,38.8916557,-77.1486287
8374,5935 5th RD N,ARLINGTON,VA,22203,637600,38.87206400000001,-77.13622699999999
8375,1036 N RANDOLPH ST,ARLINGTON,VA,22201,650100,38.8837041,-77.1097669
8376,2800 N KENSINGTON ST,ARLINGTON,VA,22207,875800,38.9000505,-77.1455166
8377,6708 LEE HWY,ARLINGTON,VA,22205,581700,38.8881405,-77.1602985
8378,2513 N QUEBEC ST,ARLINGTON,VA,22207,939400,38.9055176,-77.1048953
8379,5101 8th RD S 108,ARLINGTON,VA,22204,238400,38.8586613,-77.1165606
8380,3012 N ROCHESTER ST,ARLINGTON,VA,22213,1193200,38.8996721,-77.16076149999999
8381,4100 N RIDGEVIEW RD,ARLINGTON,VA,22207,1170000,38.9278017,-77.1274382
8382,5811 25th RD N,ARLINGTON,VA,22207,783100,38.8962581,-77.1456178
8383,2552 N UPLAND ST,ARLINGTON,VA,22207,936400,38.9085557,-77.11734729999999
8384,1305 N ODE ST 302,ARLINGTON,VA,22209,225500,38.8894018,-77.0753794
8385,4822 29th ST S C1,ARLINGTON,VA,22206,339700,38.8392957,-77.1009701
8386,2708 1st ST S,ARLINGTON,VA,22204,915000,38.8722217,-77.0879011
8387,2362 N NELSON ST,ARLINGTON,VA,22207,1137800,38.9016617,-77.1039737
8388,2406 N TAYLOR ST,ARLINGTON,VA,22207,799800,38.90295640000001,-77.115729
8389,2967 S COLUMBUS ST A2,ARLINGTON,VA,22206,354700,38.8380696,-77.10143769999999
8390,5508 4th ST S,ARLINGTON,VA,22204,663800,38.8629114,-77.1227861
8391,6239 19th ST N,ARLINGTON,VA,22205,727500,38.8867257,-77.150415
8392,1308 N HARTFORD ST,ARLINGTON,VA,22201,1104500,38.8887922,-77.0964031
8393,5114 25th PL N,ARLINGTON,VA,22207,689500,38.8996826,-77.1339441
8394,3533 S WAKEFIELD ST,ARLINGTON,VA,22206,442800,38.8323933,-77.0913644
8395,1183 N VERNON ST,ARLINGTON,VA,22201,608300,38.885273,-77.11538999999999
8396,4343 LEE HWY 604,ARLINGTON,VA,22207,236500,38.8976815,-77.1149452
8397,3109 MILITARY RD,ARLINGTON,VA,22207,864300,38.9134767,-77.115774
8398,4535 28th RD S 8-13,ARLINGTON,VA,22206,244600,38.8446409,-77.09741029999999
8399,5101 8th RD S 105,ARLINGTON,VA,22204,147400,38.8586613,-77.1165606
8400,2030 N ADAMS ST 0709,ARLINGTON,VA,22201,192600,38.8977682,-77.0896321
8401,3815 N RICHMOND ST,ARLINGTON,VA,22207,865300,38.921997,-77.123145
8402,3215 N GEORGE MASON DR,ARLINGTON,VA,22207,826600,38.9074382,-77.139326
8403,1832 N QUANTICO ST,ARLINGTON,VA,22205,849000,38.88582330000001,-77.15141489999999
8404,4818 29th ST S,ARLINGTON,VA,22206,415700,38.8388179,-77.1010306
8405,4623 ROCK SPRING RD,ARLINGTON,VA,22207,1476100,38.9100971,-77.12755059999999
8406,1538 N COLONIAL TER,ARLINGTON,VA,22209,1051500,38.8970678,-77.074365
8407,2435 13th CT N,ARLINGTON,VA,22201,966800,38.888768,-77.0878989
8408,3220 9th ST S,ARLINGTON,VA,22204,493600,38.862256,-77.090825
8409,3210 N PERSHING DR,ARLINGTON,VA,22201,817300,38.877851,-77.0962187
8410,3305 6th ST S,ARLINGTON,VA,22204,649300,38.866971,-77.09373699999999
8411,4942 34th RD N,ARLINGTON,VA,22207,858200,38.9119034,-77.1379777
8412,139 N ABINGDON ST,ARLINGTON,VA,22203,714600,38.8692514,-77.11411079999999
8413,3821 30th RD N,ARLINGTON,VA,22207,930900,38.9147555,-77.113931
8414,2100 LEE HWY 447,ARLINGTON,VA,22201,398400,38.8958533,-77.0836163
8415,1711 N NELSON ST,ARLINGTON,VA,22207,1420500,38.892678,-77.1049403
8416,3046 S ABINGDON ST C2,ARLINGTON,VA,22206,308800,38.8383538,-77.0971345
8417,1506 N ABINGDON ST,ARLINGTON,VA,22207,723700,38.8884453,-77.1205836
8418,1832 N ODE ST,ARLINGTON,VA,22209,720500,38.896837,-77.0763286
8419,801 S IVY ST,ARLINGTON,VA,22204,661800,38.8651766,-77.09123939999999
8420,540 S CARLIN SPRINGS RD,ARLINGTON,VA,22204,618700,38.8607573,-77.1290338
8421,1907 N QUINCY ST,ARLINGTON,VA,22207,844000,38.8940785,-77.1070531
8422,2010 N HARVARD ST,ARLINGTON,VA,22201,1247300,38.8945231,-77.0960501
8423,1437 N LONGFELLOW ST,ARLINGTON,VA,22205,659200,38.8828488,-77.141663
8424,3614 1st RD S,ARLINGTON,VA,22204,477700,38.8689586,-77.0978609
8425,4625 DITTMAR RD,ARLINGTON,VA,22207,1075600,38.91653609999999,-77.13004509999999
8426,2004 S POLLARD ST,ARLINGTON,VA,22204,527000,38.8502954,-77.093656
8427,1912 N ODE ST,ARLINGTON,VA,22209,1092300,38.897312,-77.076317
8428,2720 N KENSINGTON ST,ARLINGTON,VA,22207,878200,38.8994371,-77.1451459
8429,2429 N TUCKAHOE ST,ARLINGTON,VA,22205,891500,38.8917033,-77.15914389999999
8430,1521 S GEORGE MASON DR 13,ARLINGTON,VA,22204,139800,38.851348,-77.104497
8431,4132 34th RD N,ARLINGTON,VA,22207,812100,38.9161014,-77.1223816
8432,2629 S WALTER REED DR B,ARLINGTON,VA,22206,301600,38.8418949,-77.1040244
8433,2519 N FLORIDA ST,ARLINGTON,VA,22207,850400,38.8990678,-77.13634859999999
8434,713 N VERMONT ST,ARLINGTON,VA,22203,966300,38.87854250000001,-77.11424559999999
8435,2606 F S ARLINGTON MILL DR 00006,ARLINGTON,VA,22206,368700,38.845772,-77.0966689
8436,1309 N ODE ST 524,ARLINGTON,VA,22209,314700,38.8897796,-77.0752332
8437,1207 N QUINCY ST,ARLINGTON,VA,22201,899800,38.8863997,-77.107941
8438,4500 37th PL N,ARLINGTON,VA,22207,921400,38.9183544,-77.1281798
8439,3107 N OAKLAND ST,ARLINGTON,VA,22207,1019200,38.9154381,-77.11536939999999
8440,2115 N HOLLISTER ST,ARLINGTON,VA,22205,760100,38.8932131,-77.1341576
8441,105 S PARK DR,ARLINGTON,VA,22204,677100,38.8644921,-77.11633359999999
8442,6837 29th ST N,ARLINGTON,VA,22213,717700,38.8942754,-77.16673759999999
8443,3800 FAIRFAX DR 1007,ARLINGTON,VA,22203,325600,38.8821571,-77.1050976
8444,2619 N PERSHING DR,ARLINGTON,VA,22201,1034600,38.88096609999999,-77.08931
8445,2508 S WALTER REED DR 00003,ARLINGTON,VA,22206,524700,38.850394,-77.107193
8446,2761 N WYOMING ST,ARLINGTON,VA,22213,684900,38.8926537,-77.1684001
8447,3017 S COLUMBUS ST B2,ARLINGTON,VA,22206,310000,38.8368794,-77.0986018
8448,41 N OAKLAND ST,ARLINGTON,VA,22203,744600,38.8723612,-77.1006245
8449,3836 9th ST S,ARLINGTON,VA,22204,629800,38.860898,-77.097794
8450,3509 8th ST N,ARLINGTON,VA,22201,935400,38.8812986,-77.1014241
8451,2321 N BUCHANAN ST,ARLINGTON,VA,22207,830700,38.8993243,-77.12629489999999
8452,6931 26th ST N,ARLINGTON,VA,22213,493800,38.8892414,-77.1669623
8453,4900 CHESTERFIELD RD,ARLINGTON,VA,22206,544300,38.8467731,-77.1077724
8454,4645 2nd ST S,ARLINGTON,VA,22204,621400,38.8655915,-77.1111889
8455,1107 S BUCHANAN ST,ARLINGTON,VA,22204,347900,38.8541595,-77.10880639999999
8456,5610 16th ST N,ARLINGTON,VA,22205,712800,38.8864631,-77.1359104
8457,4141 HENDERSON RD 820,ARLINGTON,VA,22203,237200,38.8758591,-77.10945819999999
8458,4141 HENDERSON RD 923,ARLINGTON,VA,22203,455400,38.8758591,-77.10945819999999
8459,3926 12th ST S,ARLINGTON,VA,22204,571900,38.857716,-77.0979608
8460,3115 7th ST N,ARLINGTON,VA,22201,1863800,38.8815144,-77.0952296
8461,6618 29th ST N,ARLINGTON,VA,22213,1762000,38.8960134,-77.1621545
8462,4416 36th ST S A2,ARLINGTON,VA,22206,370100,38.8306432,-77.0900944
8463,700 N BARTON ST,ARLINGTON,VA,22201,739100,38.8808943,-77.08754139999999
8464,1801 N VAN BUREN ST,ARLINGTON,VA,22205,679400,38.883422,-77.159054
8465,2400 CLARENDON BLVD 903,ARLINGTON,VA,22201,384600,38.889413,-77.08778869999999
8466,6701 WASHINGTON BLVD,ARLINGTON,VA,22205,513700,38.887809,-77.159097
8467,2311 9th ST S,ARLINGTON,VA,22204,691900,38.8649464,-77.0828203
8468,6516 26th RD N,ARLINGTON,VA,22213,1052700,38.8952819,-77.1581104
8469,2100 LEE HWY G08,ARLINGTON,VA,22201,337400,38.895834,-77.0823802
8470,4750 34th RD N,ARLINGTON,VA,22207,990100,38.9122697,-77.13370809999999
8471,1832 N COLUMBUS ST,ARLINGTON,VA,22207,596900,38.8919642,-77.1254963
8472,4722 30th ST S,ARLINGTON,VA,22206,529400,38.8382453,-77.0990029
8473,5128 37th RD N,ARLINGTON,VA,22207,919700,38.9121737,-77.146157
8474,3512 3rd ST N,ARLINGTON,VA,22201,1209400,38.8754478,-77.0995006
8475,4654 31st ST S,ARLINGTON,VA,22206,442800,38.8372761,-77.09517679999999
8476,1227 N QUINN ST,ARLINGTON,VA,22209,497300,38.8885015,-77.0777615
8477,900 N TAYLOR ST 1427,ARLINGTON,VA,22203,186900,38.8812752,-77.11300949999999
8478,3371 S WAKEFIELD ST B,ARLINGTON,VA,22206,442800,38.8346166,-77.0908929
8479,3800 FAIRFAX DR 1714,ARLINGTON,VA,22203,514000,38.8821571,-77.1050976
8480,900 N TAYLOR ST 1912,ARLINGTON,VA,22203,337000,38.881212,-77.113281
8481,4270 35th ST S A2,ARLINGTON,VA,22206,370100,38.830999,-77.087497
8482,2610 N QUANTICO ST,ARLINGTON,VA,22207,766500,38.8950566,-77.1544933
8483,3536 36th RD N,ARLINGTON,VA,22207,1039000,38.9244896,-77.1164707
8484,220 N CLEVELAND ST,ARLINGTON,VA,22201,833900,38.8775673,-77.0886654
8485,4127 ROUND HILL RD,ARLINGTON,VA,22207,1123500,38.9290629,-77.12561790000001
8486,2326 N TUCKAHOE ST,ARLINGTON,VA,22205,818900,38.8904739,-77.1585597
8487,3555 S STAFFORD ST,ARLINGTON,VA,22206,495800,38.8296645,-77.08657269999999
8488,3630 21st AVE N,ARLINGTON,VA,22207,634900,38.8981375,-77.1056596
8489,3059 S BUCHANAN ST C2,ARLINGTON,VA,22206,347000,38.8372404,-77.0977003
8490,4826 29th ST S A2,ARLINGTON,VA,22206,354700,38.8392804,-77.1010692
8491,4906 30th ST S A2,ARLINGTON,VA,22206,370100,38.83675789999999,-77.1002425
8492,4390 LORCOM LN 403,ARLINGTON,VA,22207,233500,38.8989048,-77.1159313
8493,1042 N DANVILLE ST,ARLINGTON,VA,22201,1448100,38.8861149,-77.0901334
8494,2233 N BURLINGTON ST,ARLINGTON,VA,22207,843600,38.8977945,-77.12593249999999
8495,3000 S COLUMBUS ST B1,ARLINGTON,VA,22206,308800,38.8362634,-77.0997758
8496,1276 N WAYNE ST 730,ARLINGTON,VA,22201,565000,38.8880275,-77.0867979
8497,900 N TAYLOR ST 531,ARLINGTON,VA,22203,160900,38.8812752,-77.11300949999999
8498,5713 15th RD N,ARLINGTON,VA,22205,1048400,38.8856098,-77.13653959999999
8499,6633 32nd ST N,ARLINGTON,VA,22213,273600,38.8987071,-77.1654346
8500,1824 N QUINCY ST,ARLINGTON,VA,22207,751200,38.8935631,-77.1079185
8501,20 S OLD GLEBE RD 206-A,ARLINGTON,VA,22204,191900,38.8699997,-77.0989939
8502,5111 8th RD S 314,ARLINGTON,VA,22204,124800,38.8576973,-77.1165606
8503,403 N FILLMORE ST,ARLINGTON,VA,22201,1564100,38.8790439,-77.09145300000002
8504,3800 FAIRFAX DR 1009,ARLINGTON,VA,22203,492200,38.8821571,-77.1050976
8505,4804 ROCK SPRING RD,ARLINGTON,VA,22207,867800,38.90757,-77.13196649999999
8506,6329 22nd ST N,ARLINGTON,VA,22205,817000,38.8889169,-77.15377409999999
8507,2540 B S ARLINGTON MILL DR 00002,ARLINGTON,VA,22206,538600,38.845772,-77.0966689
8508,4141 HENDERSON RD 212,ARLINGTON,VA,22203,295000,38.8758591,-77.10945819999999
8509,2100 LEE HWY 421,ARLINGTON,VA,22201,340400,38.8958433,-77.0836796
8510,4600 S FOUR MILE RUN DR 0421,ARLINGTON,VA,22204,167300,38.8549049,-77.10739029999999
8511,2310 14th ST N 001,ARLINGTON,VA,22201,411600,38.8889925,-77.0866795
8512,4662 DITTMAR RD,ARLINGTON,VA,22207,1056800,38.9140907,-77.1316856
8513,2303 N GREENBRIER CT,ARLINGTON,VA,22207,619400,38.89659839999999,-77.1357463
8514,3624 36th RD N,ARLINGTON,VA,22207,1189200,38.9223806,-77.11680779999999
8515,1746 N RHODES ST 6-317,ARLINGTON,VA,22201,269000,38.893735,-77.0810036
8516,817 N BARTON ST,ARLINGTON,VA,22201,898200,38.8825001,-77.08718170000002
8517,811 S ORME ST,ARLINGTON,VA,22204,402200,38.8679771,-77.0723321
8518,4725 31st ST S,ARLINGTON,VA,22206,442800,38.8368406,-77.0966661
8519,1700 N POTOMAC ST,ARLINGTON,VA,22205,656400,38.8848248,-77.15002179999999
8520,2306 N RICHMOND ST,ARLINGTON,VA,22207,1026500,38.9034876,-77.1125824
8521,5919 1st ST S,ARLINGTON,VA,22204,527600,38.8655365,-77.13370809999999
8522,2134 N BRANDYWINE ST,ARLINGTON,VA,22207,493700,38.8957383,-77.12450539999999
8523,4500 28th RD S 10-8,ARLINGTON,VA,22206,369300,38.8447976,-77.09585899999999
8524,310 S VEITCH ST,ARLINGTON,VA,22204,385500,38.8707741,-77.0828653
8525,4448 20th RD N,ARLINGTON,VA,22207,785400,38.8961918,-77.116625
8526,1501 N POWHATAN ST,ARLINGTON,VA,22205,648900,38.8849395,-77.1475389
8527,3967 26th ST N,ARLINGTON,VA,22207,847600,38.9075805,-77.10826689999999
8528,3025 N STAFFORD ST,ARLINGTON,VA,22207,981900,38.911978,-77.115179
8529,2033 N CLEVELAND ST,ARLINGTON,VA,22201,620300,38.8976604,-77.0921303
8530,3600 1st RD S,ARLINGTON,VA,22204,454900,38.86907600000001,-77.097256
8531,713 N GARFIELD ST,ARLINGTON,VA,22201,937600,38.8814937,-77.0932514
8532,5588 LEE HWY C-21,ARLINGTON,VA,22207,317800,38.895174,-77.1405319
8533,120 N COLUMBUS ST,ARLINGTON,VA,22203,732900,38.86822919999999,-77.11811759999999
8534,1913 KEY BLVD 11575,ARLINGTON,VA,22201,275500,38.894559,-77.083708
8535,2100 LEE HWY G05,ARLINGTON,VA,22201,337400,38.895834,-77.0823802
8536,2528 B S ARLINGTON MILL DR 00002,ARLINGTON,VA,22206,473700,38.845772,-77.0966689
8537,900 N STAFFORD ST 1201,ARLINGTON,VA,22203,306900,38.8813156,-77.1106248
8538,1210 S MONROE ST,ARLINGTON,VA,22204,1714000,38.8586219,-77.0933979
8539,3039 S BUCHANAN ST,ARLINGTON,VA,22206,442800,38.8377166,-77.0977307
8540,711 N OAKLAND ST,ARLINGTON,VA,22203,642800,38.8801823,-77.10368129999999
8541,2807 N YUCATAN ST,ARLINGTON,VA,22213,843400,38.8927285,-77.169793
8542,4141 HENDERSON RD 921,ARLINGTON,VA,22203,241000,38.8758591,-77.10945819999999
8543,3411 N GEORGE MASON DR,ARLINGTON,VA,22207,759700,38.9096456,-77.14076419999999
8544,1921 N MADISON ST,ARLINGTON,VA,22205,707700,38.8887508,-77.1431011
8545,3307 N FREDERICK ST,ARLINGTON,VA,22207,1036700,38.9074051,-77.1446066
8546,3458 N EMERSON ST,ARLINGTON,VA,22207,943900,38.9099414,-77.1437752
8547,4141 HENDERSON RD 609,ARLINGTON,VA,22203,242800,38.8758591,-77.10945819999999
8548,2506 N QUINCY ST,ARLINGTON,VA,22207,949000,38.905071,-77.1044907
8549,4024 20th RD N,ARLINGTON,VA,22207,728600,38.8952039,-77.10882640000001
8550,2316 N FLORIDA ST,ARLINGTON,VA,22207,853200,38.8972075,-77.1346969
8551,3859 9th RD S,ARLINGTON,VA,22204,432700,38.860454,-77.097348
8552,2001 N RANDOLPH ST,ARLINGTON,VA,22207,998000,38.8947992,-77.11008749999999
8553,2504 N KENILWORTH ST,ARLINGTON,VA,22207,769600,38.8964242,-77.1424643
8554,1507 N HANCOCK ST,ARLINGTON,VA,22201,919400,38.890062,-77.09585779999999
8555,900 N STAFFORD ST 1719,ARLINGTON,VA,22203,489100,38.881358,-77.11084579999999
8556,2838 N TRINIDAD ST,ARLINGTON,VA,22213,771400,38.8965505,-77.1615703
8557,4504 36th ST S A2,ARLINGTON,VA,22206,370100,38.8309473,-77.0908817
8558,713 S BARTON ST,ARLINGTON,VA,22204,704500,38.8667794,-77.0848436
8559,1728 QUEENS LN 3-183,ARLINGTON,VA,22201,282300,38.8939279,-77.0802574
8560,4845 9th ST N,ARLINGTON,VA,22203,531400,38.880847,-77.1212129
8561,3515 36th ST N,ARLINGTON,VA,22207,1169200,38.9226705,-77.1125824
8562,219 S JACKSON ST,ARLINGTON,VA,22204,631900,38.8686599,-77.0937459
8563,1806 PATRICK HENRY DR,ARLINGTON,VA,22205,964300,38.8879434,-77.1383822
8564,1827 N STAFFORD ST,ARLINGTON,VA,22207,1536000,38.8938738,-77.11168339999999
8565,1719 S POLLARD ST,ARLINGTON,VA,22204,540100,38.8531124,-77.0944203
8566,3433 S UTAH ST,ARLINGTON,VA,22206,442800,38.8329362,-77.0880695
8567,2228 N HARRISON ST,ARLINGTON,VA,22205,765700,38.8949343,-77.1359104
8568,867 N LEXINGTON ST,ARLINGTON,VA,22205,857700,38.8761037,-77.1326744
8569,2105 N SCOTT ST 80,ARLINGTON,VA,22209,288200,38.898594,-77.0810599
8570,2030 N ADAMS ST 0702,ARLINGTON,VA,22201,284400,38.8977682,-77.0896321
8571,2612 N PERSHING DR,ARLINGTON,VA,22201,1257300,38.8805846,-77.0891616
8572,1612 N GARFIELD ST,ARLINGTON,VA,22201,1378100,38.8900226,-77.09458459999999
8573,1901 N CAMERON ST,ARLINGTON,VA,22207,574400,38.892937,-77.1248537
8574,2212 N EMERSON ST,ARLINGTON,VA,22207,935900,38.8954011,-77.13217999999999
8575,5101 8th RD S 305,ARLINGTON,VA,22204,147400,38.8586613,-77.1165606
8576,2649 S WALTER REED DR A,ARLINGTON,VA,22206,295800,38.8427556,-77.10434029999999
8577,5705 27th ST N,ARLINGTON,VA,22207,787300,38.8984562,-77.14444929999999
8578,1104 N QUINCY ST A,ARLINGTON,VA,22201,553300,38.8848584,-77.1081985
8579,3429 S STAFFORD ST B1,ARLINGTON,VA,22206,265000,38.832141,-77.0862705
8580,6161 11th RD N,ARLINGTON,VA,22205,736700,38.8803127,-77.1488085
8581,4814 20th PL N,ARLINGTON,VA,22207,574100,38.89385800000001,-77.123813
8582,1804 QUEENS LN 4-207,ARLINGTON,VA,22201,348800,38.8949716,-77.0802574
8583,5880 9th RD N,ARLINGTON,VA,22205,655700,38.87653,-77.13613509999999
8584,2039 S GLEBE RD,ARLINGTON,VA,22204,474400,38.8519689,-77.084873
8585,810 S ARLINGTON MILL DR 8-301,ARLINGTON,VA,22204,166400,38.8595322,-77.1137512
8586,3006 S COLUMBUS ST B1,ARLINGTON,VA,22206,310000,38.8362634,-77.0997758
8587,3527 7th ST S,ARLINGTON,VA,22204,680400,38.8651955,-77.095533
8588,2150 MILITARY RD,ARLINGTON,VA,22207,718800,38.8982738,-77.1093908
8589,2598 F S ARLINGTON MILL DR 00006,ARLINGTON,VA,22206,368700,38.845772,-77.0966689
8590,3401 N RANDOLPH ST,ARLINGTON,VA,22207,844300,38.9163971,-77.1203589
8591,3933 N WOODSTOCK ST,ARLINGTON,VA,22207,1137000,38.919649,-77.1351014
8592,4316 34th ST S B1,ARLINGTON,VA,22206,251000,38.8336016,-77.0879283
8593,792 N VERMONT ST,ARLINGTON,VA,22203,529000,38.878836,-77.115684
8594,2542 S WALTER REED DR 00002,ARLINGTON,VA,22206,539900,38.850197,-77.107968
8595,4850 29th ST N,ARLINGTON,VA,22207,819700,38.9045434,-77.1328092
8596,726 N ABINGDON ST,ARLINGTON,VA,22203,575800,38.8782116,-77.1173922
8597,1433 N INGLEWOOD ST,ARLINGTON,VA,22205,942600,38.8854896,-77.1315058
8598,3600 N DICKERSON ST,ARLINGTON,VA,22207,1679700,38.9155529,-77.1420899
8599,1113 N STAFFORD ST,ARLINGTON,VA,22201,564900,38.884852,-77.1106157
8600,5952 1st ST N,ARLINGTON,VA,22203,607400,38.8669067,-77.136989
8601,907 N NOTTINGHAM ST,ARLINGTON,VA,22205,724400,38.8764933,-77.14660640000001
8602,1600 N OAK ST 1728,ARLINGTON,VA,22209,385800,38.892896,-77.07321089999999
8603,1115 N VERNON ST,ARLINGTON,VA,22201,568700,38.884147,-77.115661
8604,3050 S BUCHANAN ST A2,ARLINGTON,VA,22206,393500,38.8371479,-77.09810569999999
8605,606 S WAYNE ST,ARLINGTON,VA,22204,653900,38.8682648,-77.0837645
8606,3517 N SOMERSET ST,ARLINGTON,VA,22213,1561400,38.9006911,-77.15945839999999
8607,4438 36th ST S,ARLINGTON,VA,22206,442800,38.8301744,-77.09112379999999
8608,1901 D N ADAMS ST,ARLINGTON,VA,22201,660600,38.8957689,-77.0886171
8609,127 N GARFIELD ST,ARLINGTON,VA,22201,847100,38.8758156,-77.0919363
8610,1209 N STUART ST,ARLINGTON,VA,22201,710600,38.8859663,-77.1119643
8611,122 S PERSHING DR,ARLINGTON,VA,22204,573700,38.8658036,-77.1108405
8612,4418 S PERSHING CT,ARLINGTON,VA,22204,797200,38.8653377,-77.1088281
8613,60 N BEDFORD ST 60B,ARLINGTON,VA,22201,437300,38.8755422,-77.0861819
8614,1801 N RHODES ST 4-244,ARLINGTON,VA,22201,348900,38.894761,-77.0805271
8615,2405 ARLINGTON BLVD 00077,ARLINGTON,VA,22201,243100,38.8747352,-77.08585479999999
8616,2119 N MONROE ST 00004,ARLINGTON,VA,22207,456800,38.896489,-77.10413199999999
8617,830 N KENSINGTON ST,ARLINGTON,VA,22205,659100,38.8752856,-77.1311013
8618,1320 N WAYNE ST 206,ARLINGTON,VA,22201,542900,38.8886845,-77.0865938
8619,824 S LINCOLN ST,ARLINGTON,VA,22204,829200,38.8633088,-77.0940157
8620,4241 COLUMBIA PIKE 601,ARLINGTON,VA,22204,141900,38.8586522,-77.1033668
8621,4706 9th ST S,ARLINGTON,VA,22204,634600,38.8587183,-77.1086265
8622,3901 ROBERTS LN,ARLINGTON,VA,22207,985600,38.9169531,-77.11599869999999
8623,1816 N CAMERON ST,ARLINGTON,VA,22207,1292600,38.892227,-77.1246711
8624,1210 N TAFT ST 410,ARLINGTON,VA,22201,284000,38.8878898,-77.0821795
8625,3446 N EDISON ST,ARLINGTON,VA,22207,1669800,38.9105059,-77.14289889999999
8626,1530 KEY BLVD 714,ARLINGTON,VA,22209,402900,38.8958698,-77.07591819999999
8627,1817 N OAKLAND ST,ARLINGTON,VA,22207,728000,38.8936417,-77.10601919999999
8628,4900 29th ST N,ARLINGTON,VA,22207,793700,38.9042724,-77.1336182
8629,6309 23rd ST N,ARLINGTON,VA,22205,759900,38.8905707,-77.1533022
8630,770 N VERMONT ST,ARLINGTON,VA,22203,670600,38.8792999,-77.11498569999999
8631,216 N LIBERTY ST,ARLINGTON,VA,22203,815200,38.870139,-77.13670599999999
8632,3505 21st AVE N,ARLINGTON,VA,22207,823200,38.8979864,-77.1035916
8633,5620 LITTLE FALLS RD,ARLINGTON,VA,22207,850800,38.90182799999999,-77.14552789999999
8634,975 N ROCHESTER ST,ARLINGTON,VA,22205,759000,38.8775313,-77.1512351
8635,1200 N NASH ST 0832,ARLINGTON,VA,22209,566800,38.88926500000001,-77.07286049999999
8636,5020 6th ST N,ARLINGTON,VA,22203,844600,38.8749291,-77.1192801
8637,1401 N OAK ST 302,ARLINGTON,VA,22209,935400,38.8904558,-77.07291169999999
8638,1600 N OAK ST 1719,ARLINGTON,VA,22209,1043000,38.8927061,-77.0735475
8639,837 N LEXINGTON ST,ARLINGTON,VA,22205,649200,38.8750747,-77.1320901
8640,4617 3rd ST S,ARLINGTON,VA,22204,966300,38.8645222,-77.1106045
8641,6908 FAIRFAX DR 200,ARLINGTON,VA,22213,337900,38.8881537,-77.1633227
8642,4722 16th RD N,ARLINGTON,VA,22207,603900,38.8894892,-77.12166239999999
8643,2795 24th RD S,ARLINGTON,VA,22206,423400,38.84841100000001,-77.082889
8644,2400 CLARENDON BLVD 704,ARLINGTON,VA,22201,561800,38.889413,-77.08778869999999
8645,1424 12th ST N,ARLINGTON,VA,22209,761200,38.8880237,-77.0736596
8646,3510 13th ST N,ARLINGTON,VA,22201,1636100,38.8872039,-77.1042779
8647,5143 10th RD N,ARLINGTON,VA,22205,741900,38.8824181,-77.1262921
8648,5407 22nd ST N,ARLINGTON,VA,22205,714500,38.8941515,-77.13501149999999
8649,4835 9th ST N,ARLINGTON,VA,22203,524100,38.880984,-77.1208149
